Address,Latitude,Longitude
"1720 15th Ave, Seattle, WA 98122",47.617045,-122.312802
"43918 SE 143rd St, North Bend, WA 98045",47.487642,-121.784234
"1100 King St, San Gabriel, CA 91776",34.0839883,-118.0899064
"5 Rue des Hameaux de la Plaine, 86000 Poitiers, France",46.582480991364,0.378399566562
"Via Niccolò Machiavelli, 64, 06121 Perugia PG, Italy",43.108343279764,12.391289146738
"Eiffel Tower, Champ de Mars, Paris 75007, France",48.85837,2.294481
"10 Haret Al Zaablawi, Al Gazirah Al Gadidah, Abdeen, Cairo Governorate 4280024, Egypt",30.056242765232,31.229813495812
"33 Molesey Ave, Auckland Park, Johannesburg, 2092, South Africa",-26.1849852,27.9920737
"4 Othaya Rd, Nairobi, Kenya",-1.297673456789,36.765427891234
"623, 5th Main Rd, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010, India",12.991722634754,77.555743815761
"Hinduban Tarun Mandal, 82, Jain Mandir Rd, Raviwar Peth, Pune, Maharashtra 411002, India",18.512735870052,73.856323657233
"39 Trần Bình Trọng, Phường Lê Lợi, Quy Nhơn, Bình Định, Vietnam",13.779567456389,109.227861878901
"30 Etemad-ul-dawla St, Kabul, Afghanistan",34.533333333333,69.166666666667
"شارع المشاط, Baghdad, Baghdad Governorate, Iraq",33.362879,44.41208
"Tehran Province, Tehran, Khojasteh Alley, No. Number 11, Iran",35.762454145818,51.404857483822
"No. 18, Lane 113, Qiaocheng Rd, Dali District, Taichung City, Taiwan 412",24.105697534961,120.676834529768
"710, Taiwan, Tainan City, Yongkang District, 中興街216巷35弄22號",23.029850673821,120.233782291643
"Japan, 〒182-0012 Tokyo, Chofu, Jindaiji Higashimachi, 5-chōme- 1 9 -11",35.663798,139.545736
"1-chōme-11-30 Fukaekita, Higashinari Ward, Osaka, 537-0001, Japan",34.671832461894,135.542353629112
"203 Custer St, Comstock, NE 68828",41.559246293824,-99.249114532109
"4801 County Rd 37, Hazen, ND 58545",47.298657346924,-101.623057261234
"9730 129 St, Surrey, BC V3T 3G4, Canada",49.178939819336,-122.867118835449
"R. do Tubo, 576 - Pernambués, Salvador - BA, 41100-585, Brazil",-12.972603512553,-38.459201693521
"Arturo Prat 770, 1271575 Antofagasta, Chile",-23.645211682559,-70.397963558472
That one McDonald's in downtown Seattle that always has stabbings,47.6062097,-122.3309016
"1204 16th Ave S, Nashville, TN 37212",36.136968762157,-86.798396825647
"1302 Stratford Ave, Nashville, TN 37216",36.20689,-86.7349
"310 S Presley St, Atmore, AL 36502",31.023690124519,-87.497421768489
"606 Virginia Ave, Opp, AL 36467",31.276184592,-86.2973842959
"3018 W State St, Tampa, FL 33609",27.96472,-82.48968
"137 Allen St, New York, NY 10002",40.719341278076,-73.989517211914
"64 E 118th St, New York, NY 10035",40.8008,-73.9406
"1353 Harrod Ave, Bronx, NY 10472",40.829315,-73.86908
That one really old statue of a cat with a human face in Egypt,29.97531185532,31.137660433063
"That one building that's famous for being slightly tilted, I think it's in Italy or Spain?",43.722952299881,10.396597198405
The most populous station in Antarctica,-77.846297764876,166.668222299564
"10 Little Mountain St, South Melbourne VIC 3205, Australia",-37.825774,144.956841
"13 Pioneers Cres, Pakenham VIC 3810, Australia",-38.075675543772,145.487122841271
"3 Wallis St, East Side NT 0870, Australia",-23.702368254398,133.884050686193
"29 Denison Rd, Lewisham NSW 2049, Australia",-33.8972013,151.1550786
"7 Albert St, Randwick NSW 2031, Australia",-33.917423397826,151.239628473901
