Address,Latitude,Longitude
"1720 15th Ave, Seattle, WA 98122",47.615600000000,-122.317100000000
"43918 SE 143rd St, North Bend, WA 98045",47.496000000000,-121.786500000000
"1100 King St, San Gabriel, CA 91776",34.096100000000,-118.105800000000
"5 Rue des Hameaux de la Plaine, 86000 Poitiers, France",46.580200000000,0.340400000000
"Via Niccolò Machiavelli, 64, 06121 Perugia PG, Italy",43.112200000000,12.388800000000
"Eiffel Tower, Champ de Mars, Paris 75007, France",48.858400000000,2.294500000000
"10 Haret Al Zaablawi, Al Gazirah Al Gadidah, Abdeen, Cairo Governorate 4280024, Egypt",30.044400000000,31.235700000000
"33 Molesey Ave, Auckland Park, Johannesburg, 2092, South Africa",-26.204100000000,28.047300000000
"4 Othaya Rd, Nairobi, Kenya",-1.292100000000,36.821900000000
"623, 5th Main Rd, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010, India",12.971600000000,77.594600000000
"Hinduban Tarun Mandal, 82, Jain Mandir Rd, Raviwar Peth, Pune, Maharashtra 411002, India",18.520400000000,73.856700000000
"39 Trần Bình Trọng, Phường Lê Lợi, Quy Nhơn, Bình Định, Vietnam",13.769600000000,109.231400000000
"30 Etemad-ul-dawla St, Kabul, Afghanistan",34.555300000000,69.207500000000
"شارع المشاط, Baghdad, Baghdad Governorate, Iraq",33.315200000000,44.366100000000
"Tehran Province, Tehran, Khojasteh Alley, No. Number 11, Iran",35.689200000000,51.389000000000
"Japan, 〒182-0012 Tokyo, Chofu, Jindaiji Higashimachi, 5-chōme- 1 9 -11",35.650100000000,139.549000000000
"1-chōme-11-30 Fukaekita, Higashinari Ward, Osaka, 537-0001, Japan",34.693700000000,135.502300000000
"203 Custer St, Comstock, NE 68828",41.560000000000,-99.251000000000
"4801 County Rd 37, Hazen, ND 58545",47.294100000000,-101.622900000000
"9730 129 St, Surrey, BC V3T 3G4, Canada",49.182500000000,-122.844500000000
"R. do Tubo, 576 - Pernambués, Salvador - BA, 41100-585, Brazil",-12.977700000000,-38.501600000000
"Arturo Prat 770, 1271575 Antofagasta, Chile",-23.646400000000,-70.398000000000
"That one McDonald's in downtown Seattle that always has stabbings",47.610000000000,-122.337500000000
