Address,Latitude,Longitude
"1720 15th Ave, Seattle, WA 98122",47.61712457135275, -122.31255877604605
"43918 SE 143rd St, North Bend, WA 98045",47.47101051772179, -121.75358920052183
"1100 King St, San Gabriel, CA 91776",34.08798455199359, -118.1023929642283
"5 Rue des Hameaux de la Plaine, 86000 Poitiers, France",46.56876004474764, 0.34551732331139356
"Via Niccolò Machiavelli, 64, 06121 Perugia PG, Italy",43.09839396916112, 12.389908513782755
"Eiffel Tower, Champ de Mars, Paris 75007, France",48.8584,2.2945
"10 Haret Al Zaablawi, Al Gazirah Al Gadidah, Abdeen, Cairo Governorate 4280024, Egypt",30.04072782190911, 31.242539204954056
"33 Molesey Ave, Auckland Park, Johannesburg, 2092, South Africa",-26.18920384558531, 28.003436056243846
"4 Othaya Rd, Nairobi, Kenya",-1.2891835106851488, 36.77278670938588
"623, 5th Main Rd, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010, India",12.985466578130154, 77.55840182000097
"Hinduban Tarun Mandal, 82, Jain Mandir Rd, Raviwar Peth, Pune, Maharashtra 411002, India",18.510643611891627, 73.86130933728376
"39 Trần Bình Trọng, Phường Lê Lợi, Quy Nhơn, Bình Định, Vietnam",13.772662395658497, 109.23602165819618
"30 Etemad-ul-dawla St, Kabul, Afghanistan",34.5307235823203, 69.17106266405307
"شارع المشاط, Baghdad, Baghdad Governorate, Iraq",33.365395313023576, 44.337998117861495
"Tehran Province, Tehran, Khojasteh Alley, No. Number 11, Iran",35.7165463768154, 51.401079164390495
"No. 18, Lane 113, Qiaocheng Rd, Dali District, Taichung City, Taiwan 412",24.12396701637491, 120.68950205281631
"710, Taiwan, Tainan City, Yongkang District, 中興街216巷35弄22號",23.006356478955595, 120.2378692837898
"Japan, 〒182-0012 Tokyo, Chofu, Jindaiji Higashimachi, 5-chōme- 1 9 -11",35.67420156439176, 139.55637657945917
"1-chōme-11-30 Fukaekita, Higashinari Ward, Osaka, 537-0001, Japan",34.675433391760436, 135.5556026136928
"203 Custer St, Comstock, NE 68828",41.55476365945228, -99.2409998990614
"4801 County Rd 37, Hazen, ND 58545",47.40158149600631, -101.56834017026509
"9730 129 St, Surrey, BC V3T 3G4, Canada",49.17953607717925, -122.86468936379529
"R. do Tubo, 576 - Pernambués, Salvador - BA, 41100-585, Brazil",-12.975711071472274, -38.467149545516946
"Arturo Prat 770, 1271575 Antofagasta, Chile",-23.650183413154377, -70.3953528433874
"That one McDonald's in downtown Seattle that always has stabbings",47.61068857343044, -122.33839727594189
